star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 469936356,355.55275408675,-53.42331864375,355.5541597479908,-53.42327721938996,469936356.0,6.498197630933903e+18,6.498197630933903e+18,116937.0,2MASS J23421268-5325239,8832-00239-1,,HD 222595,tic_near,188.5017542130855,0.0134543571621179,9.292585678808903,0.018283387646079,GaiaDR3,2023A&A...674A...1G,,,,,8.7,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.99,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.769,0.024,TIC,2019AJ....158..138S,6.466,0.046,TIC,2019AJ....158..138S,6.32,0.02,TIC,2019AJ....158..138S,7.36,0.006,7.826953411102295,0.0027597303553505,gaia_dr3,2023A&A...674A...1G,8.168139457702637,0.0028084772809241,7.311837196350098,0.003790636795849,26.49349343118985,0.0183122400194406,GaiaDR3,2023A&A...674A...1G,37.72329330444336,0.0224494934082031,bj2021,2021AJ....161..147B,0,G5V,2006AJ....132..161G,1,5655.0,21.0,Pastel,2022A&A...663A...4S,4.46432899682334,0.0235016644023107,calculated_from_M_and_R,Calculated Value,4.47,0.05,Pastel,2022A&A...663A...4S,0.02,0.03,Pastel,2022A&A...663A...4S,-0.0958267602741247,0.0102513494315774,update_TIC,Calculated Value,0.9329836782065428,0.0130102054426808,calc_from_L_and_Teff,Calculated Value,0.9247183203697203,0.0428830683231353,gaia_dr3_flame,2023A&A...674A...1G,0,7.794733047485352,1.8955178260803225,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD222595,5648,4.46,0.88,HD222595,355.55275,-53.42332
TIC 404224395,355.98901497096,-82.50850113321,355.9846353440285,-82.5089079878372,404224395.0,6.350283492745097e+18,6.350283492745097e+18,117066.0,2MASS J23435740-8230306,9525-01027-1,,HD 222669,tic_near,-128.37113159097595,0.0171599425375461,-91.58345965953475,0.0201772600412368,GaiaDR3,2023A&A...674A...1G,,,,,8.31,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.69,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.577,0.027,TIC,2019AJ....158..138S,6.264,0.024,TIC,2019AJ....158..138S,6.238,0.024,TIC,2019AJ....158..138S,7.11,0.006,7.540228366851807,0.0027609084547613,gaia_dr3,2023A&A...674A...1G,7.845231533050537,0.002847816998685,7.064040660858154,0.0038116431625839,25.06515531320241,0.0150224156677722,GaiaDR3,2023A&A...674A...1G,39.87769317626953,0.0261840820312535,bj2021,2021AJ....161..147B,0,G1V,2006AJ....132..161G,1,5903.0,18.0,Pastel,2022A&A...663A...4S,4.40952418957134,0.0224630854832585,calculated_from_M_and_R,Calculated Value,4.45,0.04,Pastel,2022A&A...663A...4S,0.07,0.02,Pastel,2022A&A...663A...4S,0.05970426346337,0.0127903926003856,update_TIC,Calculated Value,1.0241397202085312,0.0163231524577882,calc_from_L_and_Teff,Calculated Value,0.9821435809135436,0.040005385875702,gaia_dr3_flame,2023A&A...674A...1G,0,7.192147254943848,1.0570223331451416,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD222669,5894,4.46,1.01,HD222669,355.98901,-82.5085
TIC 92135850,355.79132389636,-12.2189421201,355.7906382075887,-12.219684569695048,92135850.0,2.4326405498502994e+18,2.4326405498502994e+18,117002.0,2MASS J23430993-1213078,5833-00059-1,,HD 222721,tic_near,-150.9104468604323,0.0196143891662359,-167.19713131631772,0.0159720797091722,GaiaDR3,2023A&A...674A...1G,,,,,9.78,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.04,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.656,0.027,TIC,2019AJ....158..138S,7.267,0.053,TIC,2019AJ....158..138S,7.195,0.017,TIC,2019AJ....158..138S,8.333,0.006,8.822529792785645,0.0027601520197737,gaia_dr3,2023A&A...674A...1G,9.193693161010742,0.0028228007368087,8.277202606201172,0.0037890520821694,20.56864134555328,0.0178004391491413,GaiaDR3,2023A&A...674A...1G,48.53910827636719,0.040704727172848,bj2021,2021AJ....161..147B,0,G6V,1988MSS...C04....0H,1,5361.0,64.0,Pastel,2022A&A...663A...4S,4.543378979895025,0.0605915515139018,calculated_from_M_and_R,Calculated Value,4.43,0.11,Pastel,2022A&A...663A...4S,-0.31,0.05,Pastel,2022A&A...663A...4S,-0.2651504648225571,0.01004944353707,update_TIC,Calculated Value,0.8542515942615692,0.0226647549501814,calc_from_L_and_Teff,Calculated Value,0.93,0.12,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD222721,5361,4.43,0.52,HD222721,355.79132,-12.21895
TIC 301481148,53.80375755152,-0.7389005638,53.80421676260634,-0.7394323361663475,301481148.0,3.2633190076547917e+18,3.2633190076547917e+18,16727.0,2MASS J03351288-0044200,4716-00330-1,,HD  22282,tic_near,103.34019124631448,0.0199029184877872,-119.5802416877466,0.0187008623033761,GaiaDR3,2023A&A...674A...1G,,,,,9.33,,Simbad 2008A&A...485..571J,2008A&A...485..571J,8.54,,Simbad 2008A&A...485..571J,2008A&A...485..571J,,,,,,,,,7.166,0.018,TIC,2019AJ....158..138S,6.86,0.055,TIC,2019AJ....158..138S,6.756,0.024,TIC,2019AJ....158..138S,7.845,0.006,8.343011856079102,0.0027664949636551,gaia_dr3,2023A&A...674A...1G,8.723966598510742,0.002988359523474,7.794632911682129,0.0038182056264523,21.782452733971297,0.0220321100205183,GaiaDR3,2023A&A...674A...1G,45.843994140625,0.0540008544921875,bj2021,2021AJ....161..147B,0,G8/K0V,1999MSS...C05....0H,1,5451.0,22.0,Pastel,2022A&A...663A...4S,4.436784486822029,0.0548987117564511,calculated_from_M_and_R,Calculated Value,4.4,0.05,Pastel,2022A&A...663A...4S,0.15,0.03,Pastel,2022A&A...663A...4S,-0.1249895674942367,0.0096134260383611,update_TIC,Calculated Value,0.970969296401006,0.0133009836644336,calc_from_L_and_Teff,Calculated Value,0.94,0.116,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD22282,5433,4.32,0.77,HD22282,53.80376,-0.7389
TIC 169303631,356.73248735463,-31.98181359795,356.7331626752207,-31.982074062407047,169303631.0,2.326210435622357e+18,2.326210435622357e+18,117288.0,2MASS J23465579-3158544,7515-00871-1,,HD 223121,tic_near,128.9951476427831,0.0117100197821855,-58.676145222150645,0.0143109755590558,GaiaDR3,2023A&A...674A...1G,,,,,10.33,0.04,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.32,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.762,0.023,TIC,2019AJ....158..138S,7.371,0.046,TIC,2019AJ....158..138S,7.201,0.016,TIC,2019AJ....158..138S,8.549,0.006,9.117344856262209,0.0027599710976222,gaia_dr3,2023A&A...674A...1G,9.57601547241211,0.0028148798088226,8.489412307739258,0.0038198211039912,21.64176494854002,0.0150606473907828,GaiaDR3,2023A&A...674A...1G,46.14426803588867,0.0308570861816406,bj2021,2021AJ....161..147B,0,K1V,1982MSS...C03....0H,1,5066.0,28.0,Pastel,2022A&A...663A...4S,4.547575316441944,0.0545875684013667,calculated_from_M_and_R,Calculated Value,4.31,0.1,Pastel,2022A&A...663A...4S,0.06,0.03,Pastel,2022A&A...663A...4S,-0.4067333112922275,0.0108669262335589,update_TIC,Calculated Value,0.8127474550883569,0.0135687017878062,calc_from_L_and_Teff,Calculated Value,0.85,0.103,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD223121,5077,4.34,0.74,HD223121,356.73248,-31.98181
TIC 206361964,356.83677873811,-48.27558699578,356.83421402133,-48.27653160370729,206361964.0,6.524024506237595e+18,6.524024506237595e+18,117320.0,2MASS J23472083-4816320,8460-01134-1,,HD 223171,tic_near,-384.0871912687403,0.0078074214980006,-212.7802383389793,0.0186103601008653,GaiaDR3,2023A&A...674A...1G,,,,,7.54,,Simbad,,6.88,,Simbad,,,,,,,,,,5.74,0.021,TIC,2019AJ....158..138S,5.445,0.033,TIC,2019AJ....158..138S,5.355,0.015,TIC,2019AJ....158..138S,6.29,0.006,6.736344814300537,0.0027588766681808,gaia_dr3,2023A&A...674A...1G,7.055566787719727,0.0028189851660548,6.244348526000977,0.0037902318216584,24.078660403626618,0.0190454013645648,GaiaDR3,2023A&A...674A...1G,41.50350570678711,0.031869888305664,bj2021,2021AJ....161..147B,0,G2V,1978MSS...C02....0H,1,5853.0,24.0,Pastel,2022A&A...663A...4S,4.066310902319971,0.0215195877035082,calculated_from_M_and_R,Calculated Value,4.14,0.04,Pastel,2022A&A...663A...4S,0.12,0.02,Pastel,2022A&A...663A...4S,0.4190129928830882,0.0118723350178421,update_TIC,Calculated Value,1.575440816794936,0.0251125397751941,calc_from_L_and_Teff,Calculated Value,1.0545021295547483,0.0400007367134094,gaia_dr3_flame,2023A&A...674A...1G,0,8.904478073120117,0.8528475761413574,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD223171,5841,4.2,1.12,HD223171,356.83678,-48.27558
TIC 33949151,357.08885097687,-27.8974975348,357.0896346542841,-27.89783875840889,33949151.0,2.328303768321982e+18,2.328303768321982e+18,117404.0,2MASS J23482130-2753510,6987-00828-1,,HD 223282,tic_near,155.85377040520908,0.024585211649537,-76.8283993795727,0.0201121997088193,GaiaDR3,2023A&A...674A...1G,,,,,9.36,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.62,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.268,0.02,TIC,2019AJ....158..138S,6.91,0.031,TIC,2019AJ....158..138S,6.852,0.046,TIC,2019AJ....158..138S,7.957,0.006,8.454985618591309,0.0027613850921693,gaia_dr3,2023A&A...674A...1G,8.830246925354004,0.0028828885575362,7.902347087860107,0.0038066310091566,27.04475744593438,0.0219296291470527,GaiaDR3,2023A&A...674A...1G,36.94095993041992,0.0252208709716796,bj2021,2021AJ....161..147B,0,G8.5V,2006AJ....132..161G,1,5390.0,31.0,Pastel,2022A&A...663A...4S,4.636732580967506,0.0552511359538792,calculated_from_M_and_R,Calculated Value,4.54,0.05,Pastel,2022A&A...663A...4S,-0.39,0.03,Pastel,2022A&A...663A...4S,-0.3538273552576897,0.0103644282079134,update_TIC,Calculated Value,0.7630648293888582,0.0126470556250992,calc_from_L_and_Teff,Calculated Value,0.92,0.113,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD223282,5328,4.49,0.6,HD223282,357.08886,-27.89749
TIC 144436246,358.70870257661,-47.80792733725,358.7088353148815,-47.80767796664234,144436246.0,6.524291962441044e+18,6.524291962441781e+18,117895.0,2MASS J23545009-4748284,8460-00945-1,,HD 224047,tic_near,20.106401555849285,0.0080911358818411,55.97567164115453,0.0128670549020171,GaiaDR3,2023A&A...674A...1G,,,,,10.27,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.44,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.967,0.021,TIC,2019AJ....158..138S,7.602,0.034,TIC,2019AJ....158..138S,7.511,0.02,TIC,2019AJ....158..138S,8.728,0.006,9.258360862731934,0.0027596794880539,gaia_dr3,2023A&A...674A...1G,9.678004264831545,0.0028079586797501,8.670347213745117,0.0037885418606206,20.14674703571555,0.0135048972442746,GaiaDR3,2023A&A...674A...1G,49.57929229736328,0.038736343383789,bj2021,2021AJ....161..147B,0,K0V,1978MSS...C02....0H,1,5222.0,34.0,Pastel,2022A&A...663A...4S,4.60698582073232,0.0257342208069416,calculated_from_M_and_R,Calculated Value,4.43,0.12,Pastel,2022A&A...663A...4S,-0.23,0.06,Pastel,2022A&A...663A...4S,-0.4135437562314758,0.010782591247706,update_TIC,Calculated Value,0.7589392814088742,0.0136540202508531,calc_from_L_and_Teff,Calculated Value,0.8498303890228271,0.0400096774101257,gaia_dr3_flame,2023A&A...674A...1G,0,3.993300199508667,1.6374547481536863,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD224047,5167,4.43,0.62,HD224047,358.70871,-47.80793
TIC 394634714,359.04280171383,-72.00217929318,359.0390860290561,-72.00261842008351,394634714.0,6.386130664186694e+18,6.386130664186694e+18,118009.0,2MASS J23561020-7200078,9342-00667-1,,HD 224230,tic_near,-258.35727243904574,0.0159589033573865,-98.92510885406996,0.0161861013621091,GaiaDR3,2023A&A...674A...1G,,,,,10.91,0.05,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.94,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,8.243,0.026,TIC,2019AJ....158..138S,7.729,0.04,TIC,2019AJ....158..138S,7.631,0.033,TIC,2019AJ....158..138S,9.058,0.006,9.665567398071287,0.0027594454372649,gaia_dr3,2023A&A...674A...1G,10.173684120178224,0.0028494183199156,9.001029968261719,0.0037916638027298,20.1498278016983,0.0136577477678656,GaiaDR3,2023A&A...674A...1G,49.59218215942383,0.0306072235107421,bj2021,2021AJ....161..147B,0,K3(V),1975MSS...C01....0H,1,4887.0,46.0,Pastel,2022A&A...663A...4S,4.581124531271833,0.031042186145149,calculated_from_M_and_R,Calculated Value,4.56,0.09,Pastel,2022A&A...663A...4S,-0.08,0.03,Pastel,2022A&A...663A...4S,-0.5466659144834198,0.0122911409614768,update_TIC,Calculated Value,0.7434213162579562,0.01750816464763,calc_from_L_and_Teff,Calculated Value,0.7682930827140808,0.0413056015968322,gaia_dr3_flame,2023A&A...674A...1G,0,10.42250633239746,3.027150154113769,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD224230,4944,4.47,0.56,HD224230,359.0428,-72.00218
TIC 280793604,359.39768602915,-65.77556288777,359.4005062333625,-65.7756764957619,280793604.0,6.485226791043681e+18,6.485226795340144e+18,118123.0,2MASS J23573544-6546320,9133-01114-1,WDS J23576-6547A,HD 224393,tic_near,260.4938400089081,0.0276261735707521,-25.726232482457966,0.0299347061663866,GaiaDR3,2023A&A...674A...1G,,,,,8.82,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.21,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.044,0.02,TIC,2019AJ....158..138S,6.76,0.029,TIC,2019AJ....158..138S,6.661,0.021,TIC,2019AJ....158..138S,7.626,0.006,8.056912422180176,0.0027645678730688,gaia_dr3,2023A&A...674A...1G,8.365936279296875,0.0028480495521659,7.576626777648926,0.0038050294801171,24.302072589210475,0.0264439079910516,GaiaDR3,2023A&A...674A...1G,41.133548736572266,0.0551567077636718,bj2021,2021AJ....161..147B,0,G5VFe-0.9,2006AJ....132..161G,1,5807.0,21.0,Pastel,2022A&A...663A...4S,4.569302655135946,0.0221453366322349,calculated_from_M_and_R,Calculated Value,4.54,0.05,Pastel,2022A&A...663A...4S,-0.37,0.03,Pastel,2022A&A...663A...4S,-0.1184359724127216,0.0114412810426454,update_TIC,Calculated Value,0.862047122592078,0.0129542395681215,calc_from_L_and_Teff,Calculated Value,1.005303144454956,0.0414113700389863,gaia_dr3_flame,2023A&A...674A...1G,0,0.6507882475852966,0.9891926273703576,gaia_dr3_flame,2023A&A...674A...1G,,5.735613,17.359081,6.485226589180666e+18,5.735613,17.359081,6.485226589180666e+18,1,1,A,5.7,7.740000000000002,6.485226589180666e+18,5.7356,9.3116,0,,HD224393,5774,4.54,0.84,HD224393,359.39769,-65.77556
TIC 9788099,359.47989231173,-7.09267295164,359.48114398097414,-7.092778781220958,9788099.0,2.442278696981887e+18,2.442278696981887e+18,118146.0,2MASS J23575515-0705334,5259-01012-1,,HD 224432,tic_near,279.5878164638725,0.0194774400442838,-23.81485770074677,0.0127956885844469,GaiaDR3,2023A&A...674A...1G,,,,,10.93,0.06,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.94,0.04,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,8.189,0.03,TIC,2019AJ....158..138S,7.702,0.04,TIC,2019AJ....158..138S,7.6,0.036,TIC,2019AJ....158..138S,9.051,0.006,9.665785789489746,0.0027739665993126,gaia_dr3,2023A&A...674A...1G,10.186673164367676,0.0029819871556298,8.99264907836914,0.0039462377765035,20.81246392963837,0.0205275937914848,GaiaDR3,2023A&A...674A...1G,47.96123504638672,0.0494518280029296,bj2021,2021AJ....161..147B,0,K1V,1999MSS...C05....0H,1,4828.0,96.0,Pastel,2022A&A...663A...4S,4.579280322295125,0.044455359051525,calculated_from_M_and_R,Calculated Value,4.38,0.2,Pastel,2022A&A...663A...4S,-0.06,0.06,Pastel,2022A&A...663A...4S,-0.5695524899025648,0.0162250770000765,update_TIC,Calculated Value,0.7418940311979063,0.0325963510668524,calc_from_L_and_Teff,Calculated Value,0.7618973255157471,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,10.402610778808594,2.2610530853271484,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD224432,4828,4.38,0.58,HD224432,359.47989,-7.09267
TIC 114806039,359.86846644134,-20.03471316139,359.8708680614745,-20.03597376421632,114806039.0,2.3418174877826125e+18,2.3418174877826125e+18,118278.0,2MASS J23592838-2002050,6411-01284-1,,HD 224619,tic_near,507.5916246772809,0.0322392359375953,-283.6860232713716,0.0192720964550972,GaiaDR3,2023A&A...674A...1G,,,,,8.2,,Simbad,,7.46,,Simbad,,,,,,,,,,6.128,0.023,TIC,2019AJ....158..138S,5.77,0.036,TIC,2019AJ....158..138S,5.706,0.034,TIC,2019AJ....158..138S,6.799,0.006,7.292809009552002,0.0027599378526994,gaia_dr3,2023A&A...674A...1G,7.658969879150391,0.0028762900352909,6.752844333648682,0.0038038403192872,38.20040492298039,0.0295300800353288,GaiaDR3,2023A&A...674A...1G,26.152812957763672,0.0209226608276367,bj2021,2021AJ....161..147B,0,G8+V,2006AJ....132..161G,1,5490.0,23.0,Pastel,2022A&A...663A...4S,4.486665495983246,,calculated_from_M_and_R,Calculated Value,4.34,0.1,Pastel,2022A&A...663A...4S,-0.18,0.02,Pastel,2022A&A...663A...4S,-0.1945684204907701,,update_TIC,Calculated Value,0.883534974665292,,calc_from_L_and_Teff,Calculated Value,0.8730625510215759,0.040095418691635,gaia_dr3_flame,2023A&A...674A...1G,0,10.131555557250977,1.539376735687256,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD224619,5436,4.39,0.79,HD224619,359.86847,-20.03471
TIC 267083739,0.16800036666,-69.67596567438,0.1674813643504761,-69.67626591155918,267083739.0,4.703237305086966e+18,4.703237305087371e+18,57.0,2MASS J00004029-6940335,9134-00449-1,,HD 224789,tic_near,-40.60459309628415,0.0269946213811635,-67.65312230579227,0.02841692045331,GaiaDR3,2023A&A...674A...1G,,,,,9.12,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.24,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.773,0.029,TIC,2019AJ....158..138S,6.341,0.033,TIC,2019AJ....158..138S,6.227,0.02,TIC,2019AJ....158..138S,7.476,0.006,8.028080940246582,0.0027975756062756,gaia_dr3,2023A&A...674A...1G,8.461657524108887,0.0032077673710867,7.425757884979248,0.003950728713016,34.12507382030114,0.0227972585707902,GaiaDR3,2023A&A...674A...1G,29.29474258422852,0.0207509994506818,bj2021,2021AJ....161..147B,0,K1V,2006AJ....132..161G,1,5175.0,24.0,Pastel,2022A&A...663A...4S,4.521637185688468,0.0261437811157265,calculated_from_M_and_R,Calculated Value,4.46,0.05,Pastel,2022A&A...663A...4S,-0.01,0.03,Pastel,2022A&A...663A...4S,-0.3712759684973847,0.0120227412661844,update_TIC,Calculated Value,0.8113233072613915,0.0135183310502336,calc_from_L_and_Teff,Calculated Value,0.7979165315628052,0.0400020778179168,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD224789,5185,4.44,1.05,HD224789,0.168,-69.67596
TIC 262922700,53.68872403641,-62.45683377027,53.68929653228536,-62.45648636151032,262922700.0,4.674464082220741e+18,4.674464082220741e+18,16693.0,2MASS J03344530-6227247,8867-00280-1,,HD  22610,tic_near,59.73536639350032,0.0135560166090726,78.23755516930359,0.0144255142658948,GaiaDR3,2023A&A...674A...1G,,,,,10.33,,Simbad,,9.43,,Simbad,,,,,,,,,,7.868,0.02,TIC,2019AJ....158..138S,7.422,0.044,TIC,2019AJ....158..138S,7.297,0.024,TIC,2019AJ....158..138S,8.627,0.006,9.191619873046877,0.0027995809703433,gaia_dr3,2023A&A...674A...1G,9.650821685791016,0.003292190538555,8.567005157470703,0.0039260681028077,23.21105570487025,0.0125416340306401,GaiaDR3,2023A&A...674A...1G,43.07530212402344,0.0220623016357421,bj2021,2021AJ....161..147B,0,K2V,1975MSS...C01....0H,1,5082.0,41.0,Pastel,2022A&A...663A...4S,4.6265089469816045,0.0273002694191328,calculated_from_M_and_R,Calculated Value,4.43,0.06,Pastel,2022A&A...663A...4S,-0.2,0.03,Pastel,2022A&A...663A...4S,-0.4976107823360227,0.0096861582151088,update_TIC,Calculated Value,0.727407764088297,0.0142673704355842,calc_from_L_and_Teff,Calculated Value,0.8165770769119263,0.0401096045970916,gaia_dr3_flame,2023A&A...674A...1G,0,4.346328258514404,1.918242573738098,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD22610,5043,4.44,0.88,HD22610,53.68871,-62.45684
TIC 301564622,55.09193926009,-3.21697910321,55.09501374569569,-3.217927602852293,301564622.0,3.250489115708824e+18,3.2504891157091226e+18,17147.0,2MASS J03402202-0313005,4720-01374-1,WDS J03404-0313A,HD  22879,tic_near,690.7952242680681,0.0322798602283,-213.44263996657568,0.0276008956134319,GaiaDR3,2023A&A...674A...1G,7.146,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.222,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.667,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.346,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.016,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.588,0.019,TIC,2019AJ....158..138S,5.301,0.029,TIC,2019AJ....158..138S,5.179,0.021,TIC,2019AJ....158..138S,6.123,0.006,6.535757064819336,0.0027662320080616,gaia_dr3,2023A&A...674A...1G,6.821648597717285,0.0028746558589902,6.074963092803955,0.003855266043325,38.32529951722267,0.0307837817817926,GaiaDR3,2023A&A...674A...1G,26.06951141357422,0.0192670822143572,bj2021,2021AJ....161..147B,0,G0VmF2,2001AJ....121.2148G,1,5855.0,11.0,Pastel,2022A&A...663A...4S,4.390451526456071,0.0208322546844419,calculated_from_M_and_R,Calculated Value,4.32,0.02,Pastel,2022A&A...663A...4S,-0.84,0.01,Pastel,2022A&A...663A...4S,0.0930612244878442,0.0121978025803792,update_TIC,Calculated Value,1.081756362571238,0.0157257450901865,calc_from_L_and_Teff,Calculated Value,1.0486795902252195,0.0400096774101257,gaia_dr3_flame,2023A&A...674A...1G,0,4.293281555175781,0.8685781955718994,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,19.2,6.5,3.250489115708824e+18,19.1908,9.0295,0,,HD22879,5884,4.52,1.2,HD22879,55.09193,-3.21698
TIC 301620650,55.14280146492,-2.22040468531,55.1423979336835,-2.2212188798531805,301620650.0,3.250715958701226e+18,3.250715958701226e+18,17165.0,2MASS J03403428-0213132,4717-01054-1,,HD  22897,tic_near,-90.63518810587544,0.0154617214575409,-183.01517981397436,0.0135545842349529,GaiaDR3,2023A&A...674A...1G,,,,,10.6,,Simbad,,9.58,,Simbad,,,,,,,,,,7.715,0.021,TIC,2019AJ....158..138S,7.158,0.031,TIC,2019AJ....158..138S,7.065,0.026,TIC,2019AJ....158..138S,8.592,0.006,9.23669719696045,0.0027694764809926,gaia_dr3,2023A&A...674A...1G,9.790393829345703,0.0029341656887846,8.533134460449219,0.0038304099788598,28.728915414870286,0.0163108706474304,GaiaDR3,2023A&A...674A...1G,34.76420211791992,0.0188674926757812,bj2021,2021AJ....161..147B,0,K3V,1999MSS...C05....0H,1,4837.0,91.0,Pastel,2022A&A...663A...4S,4.706357596786745,0.0643991869705306,calculated_from_M_and_R,Calculated Value,4.44,0.19,Pastel,2022A&A...663A...4S,-0.25,0.06,Pastel,2022A&A...663A...4S,-0.6776638183251753,0.0153494857582675,update_TIC,Calculated Value,0.6526322952947948,0.0271298376728478,calc_from_L_and_Teff,Calculated Value,0.79,0.097,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD22897,4837,4.44,0.69,HD22897,55.1428,-2.22041
