star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 301620673,55.19763615988,-2.33268412624,55.19930079712742,-2.333666113145201,301620673.0,3.250710976539168e+18,3.250710976539168e+18,17183.0,2MASS J03404740-0219571,4717-01094-1,,HD  22918,tic_near,374.32925959802776,0.0204628892242908,-220.9153473046922,0.0210372414439916,GaiaDR3,2023A&A...674A...1G,,,,,7.91,,Simbad,,6.95,,Simbad,,,,,,,,,,5.295,0.018,TIC,2019AJ....158..138S,4.873,0.076,TIC,2019AJ....158..138S,4.654,0.017,TIC,2019AJ....158..138S,6.087,0.006,6.691296100616455,0.0027609177266018,gaia_dr3,2023A&A...674A...1G,7.181808948516846,0.0028577071956561,6.035648345947266,0.0038082569930861,20.456231029332603,0.0227101817727088,GaiaDR3,2023A&A...674A...1G,48.82257461547851,0.0443058013916015,bj2021,2021AJ....161..147B,0,K1V,1999MSS...C05....0H,1,4885.0,19.0,Pastel,2022A&A...663A...4S,3.422825884655156,0.0494642020153836,calculated_from_M_and_R,Calculated Value,3.68,0.05,Pastel,2022A&A...663A...4S,0.0,0.02,Pastel,2022A&A...663A...4S,0.6272858843679553,0.0105047564949875,calc_from_gaia,Calculated Value,2.8745273882174867,0.041335015471844,calc_from_L_and_Teff,Calculated Value,0.7977947227005405,0.0879207525335234,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD22918,4924,3.61,0.73,HD22918,55.19763,-2.33269
TIC 206402844,54.92956687673,-52.91583781881,54.928145315363935,-52.91624716021937,206402844.0,4.733035238430992e+18,4.733035238430992e+18,17096.0,2MASS J03394311-5254570,8500-00534-1,,HD  23079,tic_near,-192.8375296072465,0.0198902301490306,-92.02086221687448,0.0223339311778545,GaiaDR3,2023A&A...674A...1G,,,,,7.68,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.11,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.03,0.018,TIC,2019AJ....158..138S,5.814,0.018,TIC,2019AJ....158..138S,5.705,0.02,TIC,2019AJ....158..138S,6.565,0.006,6.978857040405273,0.0027648707873293,gaia_dr3,2023A&A...674A...1G,7.265262603759766,0.0028609894239045,6.520236968994141,0.0038050454886919,29.863271490583752,0.0194187257438898,GaiaDR3,2023A&A...674A...1G,33.47886657714844,0.0171165466308593,bj2021,2021AJ....161..147B,0,F9.5V,2006AJ....132..161G,1,5988.0,13.0,Pastel,2022A&A...663A...4S,4.378502809608212,0.0216402805442551,calculated_from_M_and_R,Calculated Value,4.43,0.03,Pastel,2022A&A...663A...4S,-0.12,0.02,Pastel,2022A&A...663A...4S,0.1318011502542709,0.0127959363291125,update_TIC,Calculated Value,1.0814081458385998,0.0166087180075725,calc_from_L_and_Teff,Calculated Value,1.019563913345337,0.0400023162364959,gaia_dr3_flame,2023A&A...674A...1G,0,6.314174652099609,0.944098711013794,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,1,HD 23079,HD23079,5980,4.48,1.12,HD23079,54.92957,-52.91584
TIC 38511251,55.81207850254,-9.76338198694,55.81166330752036,-9.76008366406804,38511251.0,5.164120762332791e+18,5.164120762333028e+18,17378.0,2MASS J03431490-0945490,5303-01320-1,,* del Eri,tic_near,-93.63405683015571,0.199730634689331,744.3603877012735,0.1579550802707672,GaiaDR3,2023A&A...674A...1G,5.13,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.46,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.54,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.82,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.32,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.06,0.362,TIC,2019AJ....158..138S,1.729,0.28,TIC,2019AJ....158..138S,1.619,0.292,TIC,2019AJ....158..138S,2.67,1.676,3.275566577911377,0.0032590730469952,gaia_dr3,2023A&A...674A...1G,3.852960109710694,0.0180557864646556,2.6867616176605225,0.0110949328061454,110.02539078597692,0.1944461613893509,GaiaDR3,2023A&A...674A...1G,9.088221549987791,0.0145149230957031,bj2021,2021AJ....161..147B,0,K0+IV,1989ApJS...71..245K,1,5045.0,24.0,Pastel,2022A&A...663A...4S,3.611464962211088,0.0512116664078777,calculated_from_M_and_R,Calculated Value,3.78,0.03,Pastel,2022A&A...663A...4S,0.09,0.02,Pastel,2022A&A...663A...4S,0.5175558047440915,0.0129637720107241,calc_from_gaia,Calculated Value,2.375243870688403,0.0420412584419693,calc_from_L_and_Teff,Calculated Value,0.8410343755343372,0.0945997904426609,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD23249,5150,3.89,1.01,HD23249,55.81209,-9.76339
TIC 121025936,55.98059557547,-19.11089814134,55.98205373947359,-19.110199545087987,121025936.0,5.107106033552702e+18,5.107106033552702e+18,17420.0,2MASS J03435531-1906394,5877-00700-1,,HD  23356,tic_near,310.0970184678779,0.0204672086983919,157.18456004121288,0.017758497968316,GaiaDR3,2023A&A...674A...1G,8.711,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.012,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.081,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.555,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.098,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.457,0.018,TIC,2019AJ....158..138S,5.025,0.116,TIC,2019AJ....158..138S,4.837,0.02,TIC,2019AJ....158..138S,6.225,0.006,6.8202104568481445,0.0027577176917009,gaia_dr3,2023A&A...674A...1G,7.299110412597656,0.0028212324726929,6.174898147583008,0.0037944886259219,71.75052791922663,0.0210459567606449,GaiaDR3,2023A&A...674A...1G,13.933423042297363,0.0039000511169424,bj2021,2021AJ....161..147B,0,K2V,1988MSS...C04....0H,1,4994.0,19.0,Pastel,2022A&A...663A...4S,4.586085792600542,0.0278111774162097,calculated_from_M_and_R,Calculated Value,4.57,0.03,Pastel,2022A&A...663A...4S,-0.09,0.01,Pastel,2022A&A...663A...4S,-0.5157425923376122,0.0146428858030168,update_TIC,Calculated Value,0.7377076254455901,0.0136445862359555,calc_from_L_and_Teff,Calculated Value,0.7652207016944885,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,13.37555694580078,1.17808198928833,gaia_dr3_flame,2023A&A...674A...1G,,9.33673,21.272177,5.107106033552384e+18,9.33673,21.272177,5.107106033552384e+18,0,0,,,,,,,0,,HD23356,5004,4.5,0.87,HD23356,55.9806,-19.1109
TIC 206412735,55.76983962872,-50.64307658349,55.77082309980479,-50.64084287697122,206412735.0,4.832401540206967e+18,4.832401540206967e+18,17364.0,2MASS J03430475-5038351,8066-01100-1,,HD  23456,tic_near,140.51799771720192,0.016171732917428,502.6841936928888,0.0193533524870872,GaiaDR3,2023A&A...674A...1G,,,,,7.49,,Simbad,,6.97,,Simbad,,,,,,,,,,5.979,0.024,TIC,2019AJ....158..138S,5.743,0.031,TIC,2019AJ....158..138S,5.652,0.023,TIC,2019AJ....158..138S,6.463,0.006,6.841951370239258,0.0027646197361443,gaia_dr3,2023A&A...674A...1G,7.098627090454102,0.0028615774341227,6.415603160858154,0.0038311149396617,28.23423139189208,0.0139138726517558,GaiaDR3,2023A&A...674A...1G,35.407081604003906,0.0191917419433593,bj2021,2021AJ....161..147B,0,F9VFe-0.8CH-0.5,2006AJ....132..161G,1,6193.0,23.0,Pastel,2022A&A...663A...4S,4.366318455345981,0.0224614910916135,calculated_from_M_and_R,Calculated Value,4.47,0.07,Pastel,2022A&A...663A...4S,-0.32,0.03,Pastel,2022A&A...663A...4S,0.2328199805879548,0.014504718718069,update_TIC,Calculated Value,1.1356917608925716,0.0207565734546746,calc_from_L_and_Teff,Calculated Value,1.093381643295288,0.0400059819221496,gaia_dr3_flame,2023A&A...674A...1G,0,4.437983989715576,0.766494035720825,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD23456,6178,4.56,1.38,HD23456,55.76983,-50.64308
TIC 425997655,55.45999644545,-62.76707765928,55.45900041524187,-62.76727286183441,425997655.0,4.674216245427964e+18,4.674216245427964e+18,17264.0,2MASS J03415036-6246014,8870-00252-1,,HD  23472,tic_near,-102.3927185063219,0.016735166311264,-44.06580891146139,0.0167776476591825,GaiaDR3,2023A&A...674A...1G,,,,,10.8,0.05,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.72,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.865,0.024,TIC,2019AJ....158..138S,7.347,0.029,TIC,2019AJ....158..138S,7.207,0.023,TIC,2019AJ....158..138S,8.751,0.006,9.389914512634276,0.0027591808039023,gaia_dr3,2023A&A...674A...1G,9.937756538391112,0.0028230526753999,8.693183898925781,0.0037925741191798,25.58174404360941,0.0127472039312124,GaiaDR3,2023A&A...674A...1G,39.079959869384766,0.0192184448242187,bj2021,2021AJ....161..147B,0,K3.5V,2006AJ....132..161G,1,4813.0,111.0,Pastel,2022A&A...663A...4S,4.649719357065437,0.0651286850569211,calculated_from_M_and_R,Calculated Value,4.38,0.21,Pastel,2022A&A...663A...4S,-0.19,0.08,Pastel,2022A&A...663A...4S,-0.6351989700482155,0.0134548375823832,update_TIC,Calculated Value,0.6921838090797466,0.0336793979369317,calc_from_L_and_Teff,Calculated Value,0.78,0.089,TIC,2019AJ....158..138S,0,,,,,,9.569346,15.816505,4.674216245427965e+18,9.569346,15.816505,4.674216245427965e+18,1,0,,,,4.674216245427965e+18,9.5693,6.4266,1,HD 23472,HD23472,4813,4.38,0.43,HD23472,55.45999,-62.76708
TIC 101101072,57.64786829313,-42.56553154771,57.64906251069964,-42.56275652596267,101101072.0,4.842581574771373e+18,4.842581574771373e+18,17978.0,2MASS J03503548-4233561,7576-00189-1,WDS J03506-4234A,HD  24331,tic_near,198.0114578119677,0.0141575559973716,624.3499074038027,0.0163610111922025,GaiaDR3,2023A&A...674A...1G,,,,,9.54,,Simbad,,8.62,,Simbad,,,,,,,,,,6.94,0.02,TIC,2019AJ....158..138S,6.478,0.036,TIC,2019AJ....158..138S,6.355,0.02,TIC,2019AJ....158..138S,7.769,0.006,8.3538236618042,0.0027586526806994,gaia_dr3,2023A&A...674A...1G,8.826216697692871,0.0028253452979784,7.712510585784912,0.0037990980145191,36.83739125926081,0.0139115955680608,GaiaDR3,2023A&A...674A...1G,27.138277053833008,0.0101957321167009,bj2021,2021AJ....161..147B,0,K2.5V,2006AJ....132..161G,1,4972.0,20.0,Pastel,2022A&A...663A...4S,4.628919394416988,0.0269796583913749,calculated_from_M_and_R,Calculated Value,4.56,0.05,Pastel,2022A&A...663A...4S,-0.29,0.03,Pastel,2022A&A...663A...4S,-0.5522269628844998,0.013975649980901,update_TIC,Calculated Value,0.7136362845560107,0.0128377782573486,calc_from_L_and_Teff,Calculated Value,0.7903248071670532,0.0400251746177673,gaia_dr3_flame,2023A&A...674A...1G,0,5.8171000480651855,2.0486013889312744,gaia_dr3_flame,2023A&A...674A...1G,,2.920201,14.360272,4.842581574769925e+18,2.920201,14.360272,4.842581574769925e+18,1,1,A,2.9,4.1800000000000015,4.842581574769925e+18,2.9202,6.0064,0,,HD24331,4965,4.51,0.53,HD24331,57.64786,-42.56553
TIC 89320803,59.11944815273,-25.18134130489,59.11997180732639,-25.182588136929542,89320803.0,5.082840945798328e+18,5.082840945798328e+18,18432.0,2MASS J03562864-2510525,6458-01243-1,,HD  24892,tic_near,106.58606182633224,0.0150051889941096,-280.38376306869435,0.0197927691042423,GaiaDR3,2023A&A...674A...1G,,,,,7.63,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.88,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.54,0.034,TIC,2019AJ....158..138S,5.097,0.018,TIC,2019AJ....158..138S,4.992,0.026,TIC,2019AJ....158..138S,6.172,0.006,6.681265830993652,0.0027579910412397,gaia_dr3,2023A&A...674A...1G,7.061169147491455,0.0028103233614664,6.1226806640625,0.0037983496926002,24.67347096306665,0.017204713076353,GaiaDR3,2023A&A...674A...1G,40.4944953918457,0.0319442749023437,bj2021,2021AJ....161..147B,0,K0VFe-1.2CH-0.9,2006AJ....132..161G,1,5351.0,16.0,Pastel,2022A&A...663A...4S,3.831854758256856,0.058889031765759,calculated_from_M_and_R,Calculated Value,3.97,0.04,Pastel,2022A&A...663A...4S,-0.33,0.02,Pastel,2022A&A...663A...4S,0.4384352106030258,0.0111439603548959,update_TIC,Calculated Value,1.9275264585860556,0.0272845788862432,calc_from_L_and_Teff,Calculated Value,0.92,0.122,TIC,2019AJ....158..138S,0,,,,,,9.084934,18.257742,5.082840945796611e+18,9.084934,18.257742,5.082840945796611e+18,0,0,,,,,,,0,,HD24892,5363,3.99,0.88,HD24892,59.11945,-25.18134
TIC 160116798,59.48121323502,-36.25991355665,59.48126754640676,-36.25944442716688,160116798.0,4.857619423505529e+18,4.857619423505529e+18,18538.0,2MASS J03575549-3615357,7035-00830-1,,HD  25105,tic_near,9.93106960838048,0.0147869233042001,105.52237909322038,0.0181531514972448,GaiaDR3,2023A&A...674A...1G,,,,,9.3,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.5,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.105,0.023,TIC,2019AJ....158..138S,6.727,0.02,TIC,2019AJ....158..138S,6.644,0.021,TIC,2019AJ....158..138S,7.802,0.006,8.318995475769043,0.0027601236847415,gaia_dr3,2023A&A...674A...1G,8.71553897857666,0.0028716212696763,7.751224040985107,0.0037960814270887,27.909134720233897,0.0161629542708396,GaiaDR3,2023A&A...674A...1G,35.8100471496582,0.0213222503662109,bj2021,2021AJ....161..147B,0,K0.5V,2006AJ....132..161G,1,5346.0,21.0,Pastel,2022A&A...663A...4S,4.566048445578756,0.0239906055190323,calculated_from_M_and_R,Calculated Value,4.5,0.05,Pastel,2022A&A...663A...4S,-0.13,0.03,Pastel,2022A&A...663A...4S,-0.324275634613308,0.0103176595926616,update_TIC,Calculated Value,0.8025219480546906,0.0114292282313284,calc_from_L_and_Teff,Calculated Value,0.8647581338882446,0.0409297049045562,gaia_dr3_flame,2023A&A...674A...1G,0,6.160388946533203,1.936962604522705,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD25105,5316,4.47,0.77,HD25105,59.48121,-36.25991
TIC 237933451,58.82631524606,-65.28471893832,58.82622054361733,-65.28438374770911,237933451.0,4.669647293578584e+18,4.669647293578584e+18,18343.0,2MASS J03551830-6517050,8874-00920-1,,HD  25120,tic_near,-8.877083117914989,0.0180618129670619,75.38095602994647,0.0168605018407106,GaiaDR3,2023A&A...674A...1G,,,,,9.64,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.78,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.274,0.027,TIC,2019AJ....158..138S,6.85,0.027,TIC,2019AJ....158..138S,6.738,0.023,TIC,2019AJ....158..138S,8.002,0.006,8.552617073059082,0.0027636550971842,gaia_dr3,2023A&A...674A...1G,8.989688873291016,0.0028912325113036,7.947299480438232,0.0038050686606535,29.36135850220199,0.0140067897737026,GaiaDR3,2023A&A...674A...1G,34.051979064941406,0.0181484222412109,bj2021,2021AJ....161..147B,0,K1Vk:,2006AJ....132..161G,1,5158.0,24.0,Pastel,2022A&A...663A...4S,4.608117188388776,0.0244886269127351,calculated_from_M_and_R,Calculated Value,4.43,0.07,Pastel,2022A&A...663A...4S,-0.18,0.03,Pastel,2022A&A...663A...4S,-0.4485428967267794,0.0095712166104511,update_TIC,Calculated Value,0.7471684428139294,0.0107764563026916,calc_from_L_and_Teff,Calculated Value,0.8258222937583923,0.0400111675262451,gaia_dr3_flame,2023A&A...674A...1G,0,5.624863624572754,1.7842456102371216,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD25120,5134,4.47,0.87,HD25120,58.82632,-65.28472
TIC 166931622,60.11355979554,-34.85013585026,60.11460586023846,-34.85021213328163,166931622.0,4.858215766828596e+18,4.858215766828596e+18,18707.0,2MASS J04002723-3451004,7033-01266-1,,HD  25357,tic_near,193.3075972467477,0.0109490053728222,-17.262344556660153,0.0138454660773277,GaiaDR3,2023A&A...674A...1G,,,,,10.51,0.04,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.58,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.947,0.024,TIC,2019AJ....158..138S,7.502,0.038,TIC,2019AJ....158..138S,7.388,0.016,TIC,2019AJ....158..138S,8.729,0.006,9.312126159667969,0.0027947784054352,gaia_dr3,2023A&A...674A...1G,9.789813995361328,0.0031773249610997,8.672964096069336,0.0039336833046604,21.58957280130848,0.0111361881718039,GaiaDR3,2023A&A...674A...1G,46.28776168823242,0.0214385986328125,bj2021,2021AJ....161..147B,0,K2/3V,1982MSS...C03....0H,1,5053.0,34.0,Pastel,2022A&A...663A...4S,4.581967705309969,0.0289152260473593,calculated_from_M_and_R,Calculated Value,4.72,0.18,Pastel,2022A&A...663A...4S,-0.03,0.07,Pastel,2022A&A...663A...4S,-0.4816855763043034,0.0108063981708511,update_TIC,Calculated Value,0.7493958094208647,0.013734340151979,calc_from_L_and_Teff,Calculated Value,0.7822086215019226,0.0434764325618743,gaia_dr3_flame,2023A&A...674A...1G,0,12.02868366241455,3.2377736568450928,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD25357,5117,4.72,1.02,HD25357,60.11356,-34.85014
TIC 321125648,60.52545425313,-36.61692909574,60.52513277839255,-36.617522559537136,321125648.0,4.857725045341482e+18,4.857725045341482e+18,18828.0,2MASS J04020610-3637007,7036-01387-1,,HD  25565,tic_near,-57.97351231275831,0.0113104349002242,-133.6998054251866,0.0140143549069762,GaiaDR3,2023A&A...674A...1G,,,,,10.07,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.18,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.695,0.029,TIC,2019AJ....158..138S,7.285,0.04,TIC,2019AJ....158..138S,7.233,0.036,TIC,2019AJ....158..138S,8.424,0.006,8.96749496459961,0.0027618111520252,gaia_dr3,2023A&A...674A...1G,9.399677276611328,0.0028523891580034,8.369686126708984,0.0038009540314031,21.689383533366115,0.0116343684494495,GaiaDR3,2023A&A...674A...1G,46.07374572753906,0.024322509765625,bj2021,2021AJ....161..147B,0,K0V,1982MSS...C03....0H,1,5232.0,28.0,Pastel,2022A&A...663A...4S,4.531339165100266,0.0253661870647406,calculated_from_M_and_R,Calculated Value,4.46,0.07,Pastel,2022A&A...663A...4S,0.01,0.03,Pastel,2022A&A...663A...4S,-0.3595009691165687,0.0093926522750143,update_TIC,Calculated Value,0.8045752885206959,0.0122416573688791,calc_from_L_and_Teff,Calculated Value,0.8024258613586426,0.0400046110153198,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD25565,5212,4.47,0.8,HD25565,60.52545,-36.61693
TIC 269613621,61.0845949916,-4.65513786832,61.08489112173685,-4.654294294991503,269613621.0,3.2456575824418586e+18,3.2456575824418586e+18,19007.0,2MASS J04042029-0439185,4728-01336-1,,HD  25673,tic_near,66.75842597998711,0.0192378293722867,189.90773352725435,0.0139489285647869,GaiaDR3,2023A&A...674A...1G,,,,,10.36,0.04,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.56,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.959,0.024,TIC,2019AJ....158..138S,7.653,0.044,TIC,2019AJ....158..138S,7.461,0.031,TIC,2019AJ....158..138S,8.759,0.006,9.306446075439451,0.0027617248507213,gaia_dr3,2023A&A...674A...1G,9.720986366271973,0.002809369510741,8.695747375488281,0.0037930311620848,21.405636044719326,0.0191570725291967,GaiaDR3,2023A&A...674A...1G,46.65100860595703,0.0498123168945312,bj2021,2021AJ....161..147B,0,G8V,1999MSS...C05....0H,1,5121.0,17.0,Pastel,2022A&A...663A...4S,4.645397224793967,0.0516661332221414,calculated_from_M_and_R,Calculated Value,4.54,0.04,Pastel,2022A&A...663A...4S,-0.53,0.02,Pastel,2022A&A...663A...4S,-0.4756965312204574,0.0097030144240312,update_TIC,Calculated Value,0.734674265694828,0.0095471508384181,calc_from_L_and_Teff,Calculated Value,0.87,0.101,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD25673,5136,4.47,0.56,HD25673,61.0846,-4.65513
TIC 237356930,60.90797787914,-51.930839201,60.90748341757193,-51.93152730145464,237356930.0,4.828528063821835e+18,4.828528063821835e+18,18944.0,2MASS J04033790-5155508,8074-00778-1,,HD  25912,tic_near,-68.43206717938722,0.0176993068307638,-154.83331308101242,0.0176565703004598,GaiaDR3,2023A&A...674A...1G,,,,,8.85,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.19,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.022,0.024,TIC,2019AJ....158..138S,6.779,0.033,TIC,2019AJ....158..138S,6.71,0.026,TIC,2019AJ....158..138S,7.604,0.006,8.040101051330566,0.0027660286477383,gaia_dr3,2023A&A...674A...1G,8.353216171264648,0.0028838226202016,7.5564351081848145,0.0038071033369465,20.35660561234484,0.0150313349440693,GaiaDR3,2023A&A...674A...1G,49.10226058959961,0.0343742370605468,bj2021,2021AJ....161..147B,0,G3/5V,1978MSS...C02....0H,1,5921.0,38.0,Pastel,2022A&A...663A...4S,4.428685102576891,0.0248261760560821,calculated_from_M_and_R,Calculated Value,4.52,0.12,Pastel,2022A&A...663A...4S,0.12,0.05,Pastel,2022A&A...663A...4S,0.0394500608653737,0.0130241337248221,update_TIC,Calculated Value,0.994460535487842,0.0196287487867527,calc_from_L_and_Teff,Calculated Value,0.9678155183792114,0.0400142073631285,gaia_dr3_flame,2023A&A...674A...1G,0,7.792130470275879,1.106883525848389,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,1,HD 25912,HD25912,5900,4.52,0.99,HD25912,60.90798,-51.93084
TIC 219221039,62.02820110988,-53.77927043897,62.02829035402824,-53.78010324163627,219221039.0,4.779907556562267e+18,4.779907556562267e+18,19292.0,2MASS J04080677-5346454,8501-00184-1,,HD  26430,tic_near,11.96455529851832,0.0137269916012883,-187.424292569791,0.0134571893140673,GaiaDR3,2023A&A...674A...1G,,,,,10.67,0.016,Simbad 2014AJ....148...81M,2014AJ....148...81M,9.931,0.041,Simbad 2014AJ....148...81M,2014AJ....148...81M,,,,,,,,,8.16,0.023,TIC,2019AJ....158..138S,7.667,0.038,TIC,2019AJ....158..138S,7.618,0.018,TIC,2019AJ....158..138S,8.974,0.006,9.555567741394045,0.002763111335169,gaia_dr3,2023A&A...674A...1G,10.032045364379885,0.0028447006555203,8.916290283203125,0.0037912264256003,20.72666606106499,0.0115506490692496,GaiaDR3,2023A&A...674A...1G,48.22574615478515,0.0298919677734375,bj2021,2021AJ....161..147B,0,K2/3(V),1975MSS...C01....0H,1,4973.0,58.0,Pastel,2022A&A...663A...4S,4.61583072627342,0.0319880086684969,calculated_from_M_and_R,Calculated Value,4.37,0.15,Pastel,2022A&A...663A...4S,-0.26,0.06,Pastel,2022A&A...663A...4S,-0.5357828587682152,0.0116666738686047,update_TIC,Calculated Value,0.7269830697963823,0.0195680353376642,calc_from_L_and_Teff,Calculated Value,0.7958142161369324,0.0400052070617675,gaia_dr3_flame,2023A&A...674A...1G,0,5.624281883239746,1.99012291431427,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD26430,4948,4.37,0.55,HD26430,62.0282,-53.77927
TIC 67772871,63.81800002674,-7.65287139379,63.80795300602079,-7.668077815019981,67772871.0,3.195919528988725e+18,3.195919528989223e+18,19849.0,2MASS J04151651-0739068,5312-2325-1,WDS J04153-0739A,* omi02 Eri,tic_near,-2240.084983892348,0.1350796371698379,-3421.8086201704023,0.09439367800951,GaiaDR3,2023A&A...674A...1G,5.69,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.25,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.43,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.74,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.013,0.238,TIC,2019AJ....158..138S,2.594,0.198,TIC,2019AJ....158..138S,2.498,0.236,TIC,2019AJ....158..138S,3.655,0.008,4.179893970489502,0.0029329300459894,gaia_dr3,2023A&A...674A...1G,4.610994815826416,0.0028534746438313,3.569749355316162,0.0048248474903493,199.6080124181338,0.1208302825689315,GaiaDR3,2023A&A...674A...1G,5.009246349334717,0.0031571388244628,bj2021,2021AJ....161..147B,0,K0V,1989ApJS...71..245K,1,5133.0,43.0,Pastel,2022A&A...663A...4S,4.531972486099639,0.0576014614218938,calculated_from_M_and_R,Calculated Value,4.52,0.02,Pastel,2022A&A...663A...4S,-0.29,0.01,Pastel,2022A&A...663A...4S,-0.3683061657249888,0.0131508074746283,update_TIC,Calculated Value,0.8274791000714117,0.0186860144149439,calc_from_L_and_Teff,Calculated Value,0.85,0.106,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,A,82.7,4.880000000000001,3.195919254111315e+18,78.0972,5.5954,1,HD 26965,HD26965A,5153,4.39,0.36,HD26965,63.818,-7.65287
